portfolio,beta_rmw,beta_cma,style_concentration,style_conc_ci_low,style_conc_ci_high,ann_vol
equal_weight,0.16992226440679176,0.07416949001449873,0.5947951787922419,0.4537119468465304,0.7215355149008729,0.15588399781691592
min_var,0.2762676472611976,0.38792888392842606,0.776129224547899,0.49154022724339225,1.3409601127723803,0.12704100965888757
hrp_corr_single,0.23945185965730717,0.18008076070620005,0.5492963247542199,0.37580389815484205,0.8329643135623276,0.13595854329632187
hrp_corr_ward,0.2520569850161767,0.17750720382008028,0.5683317714264806,0.410630695826468,0.8131436312240706,0.13527335861830322
herc_corr,0.23478352527619,0.25454069778111604,0.5738836141022681,0.4054925760220336,1.2082279714164874,0.143123022586286
nco_corr,0.3169703292044377,0.3749069895864444,0.7982409276289708,0.6272976163048029,1.2807858837371382,0.12343214640444222
