train_window,ticker,factor_cluster,sector
2012-12,GPK,4,Materials
2012-12,GPN,3,Financials
2012-12,GRMN,2,Consumer Discretionary
2012-12,GS,2,Financials
2012-12,GWW,1,Industrials
2012-12,HAL,4,Energy
2012-12,HALO,7,Health Care
2012-12,HAS,6,Consumer Discretionary
2012-12,HBAN,6,Financials
2012-12,HD,3,Consumer Discretionary
2012-12,HEI,6,Industrials
2012-12,HEI.A,6,Industrials
2012-12,HIG,5,Financials
2012-12,HIW,6,Real Estate
2012-12,HOG,5,Consumer Discretionary
2012-12,HON,1,Industrials
2012-12,HPQ,2,Information Technology
2012-12,HR,6,Real Estate
2012-12,HRB,3,Consumer Discretionary
2012-12,HRL,3,Consumer Staples
2012-12,HSIC,3,Health Care
2012-12,HST,5,Real Estate
2012-12,HSY,3,Consumer Staples
2012-12,HUBB,1,Industrials
2012-12,HUM,2,Health Care
2012-12,HUN,6,Materials
2012-12,HXL,4,Industrials
2012-12,IAC,3,Communication Services
2012-12,IBKR,2,Financials
2012-12,IBM,3,Information Technology
2012-12,ICE,6,Financials
2012-12,IDA,3,Utilities
2012-12,IDXX,6,Health Care
2012-12,IEX,1,Industrials
2012-12,IFF,3,Materials
2012-12,ILMN,7,Health Care
2012-12,INCY,1,Health Care
2012-12,INGR,1,Consumer Staples
2012-12,INTC,3,Information Technology
2012-12,INTU,3,Information Technology
2012-12,IONS,7,Health Care
2012-12,IP,5,Materials
2012-12,IPGP,7,Information Technology
2012-12,IRM,3,Real Estate
2012-12,ISRG,4,Health Care
2012-12,IT,6,Information Technology
2012-12,ITT,1,Industrials
2012-12,ITW,1,Industrials
2012-12,IVZ,2,Financials
2012-12,J,1,Industrials
2012-12,JBHT,6,Industrials
2012-12,JBL,4,Information Technology
2012-12,JCI,3,Industrials
2012-12,JEF,4,Financials
2012-12,JHX,6,Materials
2012-12,JKHY,3,Financials
2012-12,JLL,4,Real Estate
2012-12,JNJ,3,Health Care
2012-12,JPM,6,Financials
2012-12,KBR,2,Industrials
2012-12,KEX,6,Industrials
2012-12,KEY,2,Financials
2012-12,KIM,4,Real Estate
2012-12,KLAC,1,Information Technology
2012-12,KMB,3,Consumer Staples
2012-12,KMPR,1,Financials
2012-12,KMX,2,Consumer Discretionary
2012-12,KNX,1,Industrials
2012-12,KO,3,Consumer Staples
2012-12,KR,3,Consumer Staples
2012-12,KRC,1,Real Estate
2012-12,L,3,Financials
2012-12,LAD,2,Consumer Discretionary
2012-12,LAMR,5,Real Estate
2012-12,LAZ,2,Financials
2012-12,LBTYA,2,Communication Services
2012-12,LBTYK,2,Communication Services
2012-12,LDOS,3,Industrials
2012-12,LECO,1,Industrials
2012-12,LEN,2,Consumer Discretionary
2012-12,LEN.B,2,Consumer Discretionary
2012-12,LFUS,4,Information Technology
2012-12,LH,3,Health Care
2012-12,LHX,1,Industrials
2012-12,LII,3,Industrials
2012-12,LIN,3,Materials
2012-12,LKQ,2,Consumer Discretionary
2012-12,LLY,3,Health Care
2012-12,LMT,6,Industrials
2012-12,LNC,5,Financials
2012-12,LNT,3,Utilities
2012-12,LOW,1,Consumer Discretionary
2012-12,LPX,6,Materials
2012-12,LRCX,2,Information Technology
2012-12,LSCC,1,Information Technology
2012-12,LSTR,6,Industrials
2012-12,LULU,4,Consumer Discretionary
2012-12,LUV,6,Industrials
2012-12,LVS,5,Consumer Discretionary
2012-12,LYV,7,Communication Services
2012-12,M,4,Consumer Discretionary
2012-12,MA,1,Financials
2012-12,MAA,6,Real Estate
2012-12,MAN,2,Industrials
2012-12,MANH,2,Information Technology
2012-12,MAR,6,Consumer Discretionary
2012-12,MAS,1,Industrials
2012-12,MASI,2,Health Care
2012-12,MAT,6,Consumer Discretionary
2012-12,MCD,3,Consumer Discretionary
2012-12,MCHP,3,Information Technology
2012-12,MCK,1,Health Care
2012-12,MCO,2,Financials
2012-12,MDLZ,3,Consumer Staples
2012-12,MDT,3,Health Care
2012-12,MDU,1,Utilities
2012-12,MET,6,Financials
2012-12,MHK,5,Consumer Discretionary
2012-12,MIDD,4,Industrials
2012-12,MKC,3,Consumer Staples
2012-12,MKL,3,Financials
2012-12,MKSI,2,Information Technology
2012-12,MKTX,2,Financials
2012-12,MLI,1,Industrials
2012-12,MLM,1,Materials
2012-12,MMM,3,Industrials
2012-12,MNST,1,Consumer Staples
2012-12,MO,3,Consumer Staples
2012-12,MOH,2,Health Care
2012-12,MORN,1,Financials
2012-12,MOS,2,Materials
2012-12,MPT,6,Real Estate
2012-12,MPWR,7,Information Technology
2012-12,MRK,3,Health Care
2012-12,MRSH,6,Financials
2012-12,MRVL,2,Information Technology
2012-12,MS,2,Financials
2012-12,MSA,1,Industrials
2012-12,MSCI,2,Financials
2012-12,MSFT,1,Information Technology
2012-12,MSI,2,Information Technology
2012-12,MSM,1,Industrials
2012-12,MSTR,2,Information Technology
2012-12,MTB,6,Financials
2012-12,MTCH,3,Communication Services
2012-12,MTD,1,Health Care
2012-12,MTG,4,Financials
2012-12,MTN,4,Consumer Discretionary
2012-12,MTZ,7,Industrials
2012-12,MU,7,Information Technology
2012-12,NBIX,7,Health Care
2012-12,NDAQ,3,Financials
2012-12,NDSN,2,Industrials
2012-12,NEE,3,Utilities
2012-12,NEM,2,Materials
2012-12,NEU,4,Materials
2012-12,NFG,1,Utilities
2012-12,NFLX,7,Communication Services
2012-12,NI,3,Utilities
2012-12,NKE,6,Consumer Discretionary
2012-12,NLY,3,Financials
2012-12,NNN,6,Real Estate
2012-12,NOC,3,Industrials
2012-12,NOV,2,Energy
2012-12,NRG,2,Utilities
2012-12,NSC,6,Industrials
2012-12,NTAP,2,Information Technology
2012-12,NTRS,3,Financials
2012-12,NUE,2,Materials
2012-12,NVDA,2,Information Technology
2012-12,NVR,6,Consumer Discretionary
2012-12,NWL,1,Consumer Discretionary
2012-12,NYT,5,Communication Services
2012-12,O,6,Real Estate
2012-12,OC,5,Industrials
2012-12,ODFL,6,Industrials
2012-12,OGE,3,Utilities
2012-12,OHI,6,Real Estate
2012-12,OKE,1,Energy
2012-12,OLED,7,Information Technology
2012-12,OLN,1,Materials
2012-12,OMC,1,Communication Services
2012-12,ON,2,Information Technology
2012-12,ORCL,3,Information Technology
2012-12,ORI,2,Financials
2012-12,ORLY,3,Consumer Discretionary
2012-12,OSK,1,Industrials
2012-12,OVV,1,Energy
2012-12,OXY,2,Energy
2012-12,OZK,6,Financials
2012-12,PAG,2,Consumer Discretionary
2012-12,PAYX,3,Industrials
2012-12,PB,3,Financials
2012-12,PCAR,2,Industrials
2012-12,PCG,3,Utilities
2012-12,PEG,3,Utilities
2012-12,PEGA,7,Information Technology
2012-12,PENN,1,Consumer Discretionary
2012-12,PEP,3,Consumer Staples
2012-12,PFE,3,Health Care
2012-12,PFG,5,Financials
2012-12,PG,3,Consumer Staples
2012-12,PGR,3,Financials
2012-12,PH,1,Industrials
2012-12,PHM,2,Consumer Discretionary
2012-12,PKG,2,Materials
2012-12,PLD,6,Real Estate
2012-12,PNC,6,Financials
2012-12,PNFP,7,Financials
2012-12,PNR,1,Industrials
2012-12,PNW,3,Utilities
2012-12,PODD,4,Health Care
2012-12,POOL,1,Consumer Discretionary
2012-12,PPC,4,Consumer Staples
2012-12,PPG,1,Materials
2012-12,PPL,3,Utilities
2012-12,PRGO,6,Health Care
2012-12,PRU,6,Financials
2012-12,PSA,6,Real Estate
2012-12,PTC,2,Information Technology
2012-12,PVH,4,Consumer Discretionary
2012-12,PWR,2,Industrials
2012-12,QCOM,2,Information Technology
2012-12,QGEN,3,Health Care
2012-12,R,1,Industrials
2012-12,RBA,1,Industrials
2012-12,RBC,2,Industrials
2012-12,RCL,5,Consumer Discretionary
2012-12,REG,4,Real Estate
2012-12,REGN,7,Health Care
2012-12,RF,2,Financials
2012-12,RGEN,2,Health Care
2012-12,RGLD,2,Materials
2012-12,RHI,1,Industrials
2012-12,RJF,2,Financials
2012-12,RL,4,Consumer Discretionary
2012-12,RLI,3,Financials
2012-12,RMD,1,Health Care
2012-12,RNR,3,Financials
2012-12,ROK,1,Industrials
2012-12,ROL,3,Industrials
2012-12,ROP,3,Industrials
2012-12,ROST,6,Consumer Discretionary
2012-12,RPM,1,Materials
2012-12,RRC,2,Energy
2012-12,RRX,1,Industrials
2012-12,RS,2,Materials
2012-12,RSG,1,Industrials
2012-12,RTX,3,Industrials
2012-12,RVTY,3,Health Care
2012-12,RYN,1,Real Estate
2012-12,SAIA,7,Industrials
2012-12,SAM,2,Consumer Staples
2012-12,SBAC,2,Real Estate
2012-12,SBUX,2,Consumer Discretionary
2012-12,SCCO,1,Materials
2012-12,SCHW,6,Financials
2012-12,SCI,1,Consumer Discretionary
2012-12,SEB,7,Consumer Staples
2012-12,SEIC,2,Financials
2012-12,SF,6,Financials
2012-12,SGI,7,Consumer Discretionary
2012-12,SHW,3,Materials
2012-12,SJM,3,Consumer Staples
2012-12,SLB,2,Energy
2012-12,SLGN,3,Materials
2012-12,SLM,2,Financials
2012-12,SMCI,4,Information Technology
2012-12,SMG,2,Materials
2012-12,SNA,1,Industrials
2012-12,SNPS,3,Information Technology
2012-12,SNX,2,Information Technology
2012-12,SO,3,Utilities
2012-12,SON,1,Materials
2012-12,SPG,4,Real Estate
2012-12,SPGI,1,Financials
2012-12,SRE,3,Utilities
2012-12,SRPT,7,Health Care
2012-12,SSB,6,Financials
2012-12,SSD,1,Industrials
2012-12,STE,3,Health Care
2012-12,STLD,4,Materials
2012-12,STT,1,Financials
2012-12,STZ,1,Consumer Staples
2012-12,SUI,4,Real Estate
2012-12,SWK,1,Industrials
2012-12,SWKS,7,Information Technology
2012-12,SYK,3,Health Care
2012-12,SYY,3,Consumer Staples
2012-12,T,3,Communication Services
2012-12,TAP,1,Consumer Staples
2012-12,TDC,2,Information Technology
2012-12,TDG,1,Industrials
2012-12,TDY,6,Industrials
2012-12,TECH,3,Health Care
2012-12,TER,2,Information Technology
2012-12,TFC,6,Financials
2012-12,TFSL,3,Financials
2012-12,TFX,3,Health Care
2012-12,TGT,6,Consumer Staples
2012-12,THC,7,Health Care
2012-12,THG,3,Financials
2012-12,THO,1,Consumer Discretionary
2012-12,TJX,3,Consumer Discretionary
2012-12,TKO,3,Communication Services
2012-12,TKR,4,Industrials
2012-12,TMO,3,Health Care
2012-12,TMUS,2,Communication Services
2012-12,TNL,5,Consumer Discretionary
2012-12,TOL,6,Consumer Discretionary
2012-12,TPL,2,Energy
2012-12,TPR,4,Consumer Discretionary
2012-12,TREX,4,Industrials
2012-12,TRMB,1,Information Technology
2012-12,TROW,4,Financials
2012-12,TRV,3,Financials
2012-12,TSCO,3,Consumer Discretionary
2012-12,TSN,2,Consumer Staples
2012-12,TT,1,Industrials
2012-12,TTC,1,Industrials
2012-12,TTEK,2,Industrials
2012-12,TTWO,2,Communication Services
2012-12,TXN,3,Information Technology
2012-12,TXRH,6,Consumer Discretionary
2012-12,TXT,5,Industrials
2012-12,TYL,3,Information Technology
2012-12,UAA,4,Consumer Discretionary
2012-12,UAL,7,Industrials
2012-12,UDR,6,Real Estate
2012-12,UGI,3,Utilities
2012-12,UHAL,2,Industrials
2012-12,UHS,2,Health Care
2012-12,ULTA,4,Consumer Discretionary
2012-12,UNH,2,Health Care
2012-12,UNM,6,Financials
2012-12,UNP,6,Industrials
2012-12,UPS,3,Industrials
2012-12,URI,4,Industrials
2012-12,USB,6,Financials
2012-12,UTHR,7,Health Care
2012-12,VFC,1,Consumer Discretionary
2012-12,VLO,2,Energy
2012-12,VMC,1,Materials
2012-12,VMI,1,Industrials
2012-12,VNO,6,Real Estate
2012-12,VRSN,1,Information Technology
2012-12,VTR,6,Real Estate
2012-12,VTRS,1,Health Care
2012-12,VZ,3,Communication Services
2012-12,WAB,1,Industrials
2012-12,WAL,7,Financials
2012-12,WAT,2,Health Care
2012-12,WBD,1,Communication Services
2012-12,WBS,6,Financials
2012-12,WCC,4,Industrials
2012-12,WDC,2,Information Technology
2012-12,WEC,3,Utilities
2012-12,WELL,6,Real Estate
2012-12,WEN,1,Consumer Discretionary
2012-12,WEX,2,Financials
2012-12,WFC,6,Financials
2012-12,WHR,6,Consumer Discretionary
2012-12,WLK,1,Materials
2012-12,WM,3,Industrials
2012-12,WMB,1,Energy
2012-12,WMT,3,Consumer Staples
2012-12,WPC,3,Real Estate
2012-12,WRB,3,Financials
2012-12,WSM,1,Consumer Discretionary
2012-12,WSO,6,Industrials
2012-12,WST,3,Health Care
2012-12,WTFC,6,Financials
2012-12,WTM,6,Financials
2012-12,WTRG,1,Utilities
2012-12,WTW,1,Financials
2012-12,WU,4,Information Technology
2012-12,WWD,4,Industrials
2012-12,WY,1,Real Estate
2012-12,WYNN,5,Consumer Discretionary
2012-12,XEL,3,Utilities
2012-12,XOM,3,Energy
2012-12,XPO,4,Industrials
2012-12,XRAY,3,Health Care
2012-12,YUM,1,Consumer Discretionary
2012-12,ZBH,6,Health Care
2012-12,ZBRA,1,Information Technology
2012-12,ZION,6,Financials
2013-12,A,6,Health Care
2013-12,AA,2,Materials
2013-12,AAL,4,Industrials
2013-12,AAON,5,Industrials
2013-12,AAPL,2,Information Technology
2013-12,ABT,7,Health Care
2013-12,ACGL,7,Financials
2013-12,ACHC,5,Health Care
2013-12,ACM,5,Industrials
2013-12,ACN,6,Information Technology
2013-12,ADBE,2,Information Technology
2013-12,ADC,2,Real Estate
2013-12,ADI,6,Information Technology
2013-12,ADM,5,Consumer Staples
2013-12,ADP,7,Industrials
2013-12,ADSK,6,Information Technology
2013-12,AEE,7,Utilities
2013-12,AEP,7,Utilities
2013-12,AES,6,Utilities
2013-12,AFG,7,Financials
2013-12,AFL,1,Financials
2013-12,AGCO,6,Industrials
2013-12,AGNC,5,Financials
2013-12,AGO,1,Financials
2013-12,AIT,5,Industrials
2013-12,AIZ,7,Financials
2013-12,AJG,2,Financials
2013-12,AKAM,5,Information Technology
2013-12,ALB,6,Materials
2013-12,ALGN,6,Health Care
2013-12,ALK,5,Industrials
2013-12,ALL,2,Financials
2013-12,ALNY,1,Health Care
2013-12,AMAT,5,Information Technology
2013-12,AMD,3,Information Technology
2013-12,AME,6,Industrials
2013-12,AMG,6,Financials
2013-12,AMGN,7,Health Care
2013-12,AMKR,3,Information Technology
2013-12,AMP,2,Financials
2013-12,AMT,7,Real Estate
2013-12,AMZN,6,Consumer Discretionary
2013-12,AN,5,Consumer Discretionary
2013-12,AON,5,Financials
2013-12,AOS,7,Industrials
2013-12,APA,6,Energy
2013-12,APD,6,Materials
2013-12,APH,6,Information Technology
2013-12,ARE,5,Real Estate
2013-12,ARW,6,Information Technology
2013-12,ATI,3,Industrials
2013-12,ATO,7,Utilities
2013-12,ATR,7,Materials
2013-12,AU,5,Materials
2013-12,AVB,2,Real Estate
2013-12,AVT,6,Information Technology
2013-12,AVY,7,Materials
2013-12,AWI,4,Industrials
2013-12,AWK,7,Utilities
2013-12,AXP,3,Financials
2013-12,AXS,7,Financials
2013-12,AYI,2,Industrials
2013-12,AZO,7,Consumer Discretionary
2013-12,BA,7,Industrials
2013-12,BAC,1,Financials
2013-12,BALL,5,Materials
2013-12,BAX,5,Health Care
2013-12,BBWI,2,Consumer Discretionary
2013-12,BBY,6,Consumer Discretionary
2013-12,BC,4,Consumer Discretionary
2013-12,BDX,5,Health Care
2013-12,BEN,7,Financials
2013-12,BF.A,7,Consumer Staples
2013-12,BF.B,7,Consumer Staples
2013-12,BG,5,Consumer Staples
2013-12,BIIB,6,Health Care
2013-12,BIO,7,Health Care
2013-12,BKNG,6,Consumer Discretionary
2013-12,BKR,6,Energy
2013-12,BLDR,5,Industrials
2013-12,BLK,6,Financials
2013-12,BMRN,5,Health Care
2013-12,BMY,7,Health Care
2013-12,BNY,5,Financials
2013-12,BOKF,7,Financials
2013-12,BPOP,5,Financials
2013-12,BR,5,Industrials
2013-12,BRK.B,5,Financials
2013-12,BRKR,5,Health Care
2013-12,BRO,5,Financials
2013-12,BSX,5,Health Care
2013-12,BWA,3,Consumer Discretionary
2013-12,BX,2,Financials
2013-12,BXP,2,Real Estate
2013-12,BYD,3,Consumer Discretionary
2013-12,C,1,Financials
2013-12,CACC,5,Financials
2013-12,CACI,5,Industrials
2013-12,CAG,7,Consumer Staples
2013-12,CAH,7,Health Care
2013-12,CASY,5,Consumer Staples
2013-12,CAT,2,Industrials
2013-12,CB,7,Financials
2013-12,CBRE,3,Real Estate
2013-12,CBSH,7,Financials
2013-12,CCI,7,Real Estate
2013-12,CCK,5,Materials
2013-12,CCL,7,Consumer Discretionary
2013-12,CDNS,5,Information Technology
2013-12,CE,3,Materials
2013-12,CF,5,Materials
2013-12,CFR,5,Financials
2013-12,CGNX,6,Information Technology
2013-12,CHD,7,Consumer Staples
2013-12,CHDN,5,Consumer Discretionary
2013-12,CHE,5,Health Care
2013-12,CHH,7,Consumer Discretionary
2013-12,CHRW,7,Industrials
2013-12,CI,5,Health Care
2013-12,CIEN,5,Information Technology
2013-12,CINF,7,Financials
2013-12,CL,7,Consumer Staples
2013-12,CLF,3,Materials
2013-12,CLH,5,Industrials
2013-12,CLX,7,Consumer Staples
2013-12,CMCSA,5,Communication Services
2013-12,CME,5,Financials
2013-12,CMG,3,Consumer Discretionary
2013-12,CMI,6,Industrials
2013-12,CMS,7,Utilities
2013-12,CNA,2,Financials
2013-12,CNC,5,Health Care
2013-12,CNP,7,Utilities
2013-12,COF,1,Financials
2013-12,COHR,5,Information Technology
2013-12,COKE,5,Consumer Staples
2013-12,COLB,3,Financials
2013-12,COLM,5,Consumer Discretionary
2013-12,COP,7,Energy
2013-12,COR,7,Health Care
2013-12,CORT,4,Health Care
2013-12,COST,7,Consumer Staples
2013-12,CPB,7,Consumer Staples
2013-12,CPRT,5,Industrials
2013-12,CPT,2,Real Estate
2013-12,CRH,5,Materials
2013-12,CRL,5,Health Care
2013-12,CRM,3,Information Technology
2013-12,CROX,3,Consumer Discretionary
2013-12,CRS,3,Materials
2013-12,CRUS,5,Information Technology
2013-12,CSCO,2,Information Technology
2013-12,CSGP,5,Real Estate
2013-12,CSL,5,Industrials
2013-12,CSX,6,Industrials
2013-12,CTAS,7,Industrials
2013-12,CTSH,5,Information Technology
2013-12,CUBE,3,Real Estate
2013-12,CUZ,2,Real Estate
2013-12,CVS,7,Health Care
2013-12,CVX,7,Energy
2013-12,CW,5,Industrials
2013-12,CXT,7,Industrials
2013-12,D,7,Utilities
2013-12,DAL,3,Industrials
2013-12,DAR,2,Consumer Staples
2013-12,DCI,7,Industrials
2013-12,DD,3,Materials
2013-12,DDS,3,Consumer Discretionary
2013-12,DE,7,Industrials
2013-12,DECK,3,Consumer Discretionary
2013-12,DGX,5,Health Care
2013-12,DHI,5,Consumer Discretionary
2013-12,DHR,6,Health Care
2013-12,DINO,5,Energy
2013-12,DIS,7,Communication Services
2013-12,DKS,5,Consumer Discretionary
2013-12,DLB,5,Information Technology
2013-12,DLR,7,Real Estate
2013-12,DLTR,7,Consumer Staples
2013-12,DOC,7,Real Estate
2013-12,DOV,7,Industrials
2013-12,DOX,7,Information Technology
2013-12,DPZ,5,Consumer Discretionary
2013-12,DRI,7,Consumer Discretionary
2013-12,DRS,3,Industrials
2013-12,DTE,7,Utilities
2013-12,DUK,7,Utilities
2013-12,DVA,5,Health Care
2013-12,DVN,2,Energy
2013-12,DXC,5,Information Technology
2013-12,DXCM,5,Health Care
2013-12,EA,5,Communication Services
2013-12,EBAY,2,Consumer Discretionary
2013-12,ECL,7,Materials
2013-12,ED,7,Utilities
2013-12,EEFT,6,Financials
2013-12,EFX,7,Industrials
2013-12,EG,7,Financials
2013-12,EGP,7,Real Estate
2013-12,EHC,6,Health Care
2013-12,EIX,7,Utilities
2013-12,EL,7,Consumer Staples
2013-12,ELS,7,Real Estate
2013-12,ELV,5,Health Care
2013-12,EME,5,Industrials
2013-12,EMN,2,Materials
2013-12,EMR,7,Industrials
2013-12,ENTG,3,Information Technology
2013-12,EOG,2,Energy
2013-12,EPR,3,Real Estate
2013-12,EQIX,2,Real Estate
2013-12,EQR,2,Real Estate
2013-12,EQT,5,Energy
2013-12,ES,7,Utilities
2013-12,ESS,2,Real Estate
2013-12,ETN,6,Industrials
2013-12,ETR,7,Utilities
2013-12,EVR,5,Financials
2013-12,EVRG,7,Utilities
2013-12,EW,5,Health Care
2013-12,EWBC,3,Financials
2013-12,EXC,7,Utilities
2013-12,EXEL,4,Health Care
2013-12,EXLS,5,Industrials
2013-12,EXP,5,Materials
2013-12,EXPD,5,Industrials
2013-12,EXPE,3,Consumer Discretionary
2013-12,EXR,2,Real Estate
2013-12,F,3,Consumer Discretionary
2013-12,FAST,5,Industrials
2013-12,FCN,3,Industrials
2013-12,FCNCA,5,Financials
2013-12,FCX,6,Materials
2013-12,FDS,7,Financials
2013-12,FDX,7,Industrials
2013-12,FE,7,Utilities
2013-12,FFIV,6,Information Technology
2013-12,FHN,5,Financials
2013-12,FICO,2,Information Technology
2013-12,FIS,5,Financials
2013-12,FISV,7,Financials
2013-12,FITB,1,Financials
2013-12,FIX,5,Industrials
2013-12,FLEX,6,Information Technology
2013-12,FLO,5,Consumer Staples
2013-12,FLS,6,Industrials
2013-12,FLUT,5,Consumer Discretionary
2013-12,FMC,7,Materials
2013-12,FNB,2,Financials
2013-12,FNF,5,Financials
2013-12,FR,3,Real Estate
2013-12,FRT,2,Real Estate
2013-12,FSLR,3,Information Technology
2013-12,FTI,6,Energy
2013-12,G,6,Industrials
2013-12,GAP,2,Consumer Discretionary
2013-12,GD,7,Industrials
2013-12,GE,2,Industrials
2013-12,GEN,5,Information Technology
2013-12,GGG,2,Industrials
2013-12,GILD,5,Health Care
2013-12,GIS,7,Consumer Staples
2013-12,GL,2,Financials
2013-12,GLW,6,Information Technology
2013-12,GME,5,Consumer Discretionary
2013-12,GNTX,5,Consumer Discretionary
2013-12,GOOG,7,Communication Services
2013-12,GOOGL,7,Communication Services
2013-12,GPC,7,Consumer Discretionary
2013-12,GPK,3,Materials
2013-12,GPN,6,Financials
2013-12,GRMN,5,Consumer Discretionary
2013-12,GS,5,Financials
2013-12,GWW,7,Industrials
2013-12,HAL,6,Energy
2013-12,HALO,3,Health Care
2013-12,HAS,7,Consumer Discretionary
2013-12,HBAN,1,Financials
2013-12,HD,7,Consumer Discretionary
2013-12,HEI,3,Industrials
2013-12,HEI.A,3,Industrials
2013-12,HIG,1,Financials
2013-12,HIW,7,Real Estate
2013-12,HOG,3,Consumer Discretionary
2013-12,HON,5,Industrials
2013-12,HPQ,6,Information Technology
2013-12,HR,7,Real Estate
2013-12,HRB,5,Consumer Discretionary
2013-12,HRL,7,Consumer Staples
2013-12,HSIC,5,Health Care
2013-12,HST,3,Real Estate
2013-12,HSY,7,Consumer Staples
2013-12,HUBB,7,Industrials
2013-12,HUM,2,Health Care
2013-12,HUN,3,Materials
2013-12,HXL,5,Industrials
2013-12,IAC,7,Communication Services
2013-12,IBKR,5,Financials
2013-12,IBM,7,Information Technology
2013-12,ICE,2,Financials
2013-12,IDA,7,Utilities
2013-12,IDXX,5,Health Care
2013-12,IEX,6,Industrials
2013-12,IFF,7,Materials
2013-12,ILMN,5,Health Care
2013-12,INCY,6,Health Care
2013-12,INGR,7,Consumer Staples
2013-12,INTC,7,Information Technology
2013-12,INTU,5,Information Technology
2013-12,IONS,5,Health Care
2013-12,IP,3,Materials
2013-12,IPGP,3,Information Technology
2013-12,IRDM,5,Communication Services
2013-12,IRM,5,Real Estate
2013-12,ISRG,3,Health Care
2013-12,IT,2,Information Technology
2013-12,ITT,5,Industrials
2013-12,ITW,6,Industrials
2013-12,IVZ,6,Financials
2013-12,J,5,Industrials
2013-12,JBHT,5,Industrials
2013-12,JBL,3,Information Technology
2013-12,JCI,7,Industrials
2013-12,JEF,6,Financials
2013-12,JHX,6,Materials
2013-12,JKHY,7,Financials
2013-12,JLL,6,Real Estate
2013-12,JNJ,7,Health Care
2013-12,JPM,2,Financials
2013-12,KBR,5,Industrials
2013-12,KDP,2,Consumer Staples
2013-12,KEX,2,Industrials
2013-12,KEY,5,Financials
2013-12,KIM,3,Real Estate
2013-12,KLAC,2,Information Technology
2013-12,KMB,7,Consumer Staples
2013-12,KMPR,7,Financials
2013-12,KMX,5,Consumer Discretionary
2013-12,KNX,5,Industrials
2013-12,KO,7,Consumer Staples
2013-12,KR,7,Consumer Staples
2013-12,KRC,7,Real Estate
2013-12,L,7,Financials
2013-12,LAD,4,Consumer Discretionary
2013-12,LAMR,3,Real Estate
2013-12,LAZ,5,Financials
2013-12,LBTYA,5,Communication Services
2013-12,LBTYK,5,Communication Services
2013-12,LDOS,5,Industrials
2013-12,LECO,2,Industrials
2013-12,LEN,5,Consumer Discretionary
2013-12,LEN.B,5,Consumer Discretionary
2013-12,LFUS,2,Information Technology
2013-12,LH,5,Health Care
2013-12,LHX,5,Industrials
2013-12,LII,5,Industrials
2013-12,LIN,7,Materials
2013-12,LKQ,5,Consumer Discretionary
2013-12,LLY,7,Health Care
2013-12,LMT,7,Industrials
2013-12,LNC,3,Financials
2013-12,LNG,4,Energy
2013-12,LNT,7,Utilities
2013-12,LOPE,5,Consumer Discretionary
2013-12,LOW,5,Consumer Discretionary
2013-12,LPX,5,Materials
2013-12,LRCX,5,Information Technology
2013-12,LSCC,5,Information Technology
2013-12,LSTR,7,Industrials
2013-12,LULU,3,Consumer Discretionary
2013-12,LUV,5,Industrials
2013-12,LVS,3,Consumer Discretionary
2013-12,LYV,3,Communication Services
2013-12,M,3,Consumer Discretionary
2013-12,MA,7,Financials
2013-12,MAA,2,Real Estate
2013-12,MAN,6,Industrials
2013-12,MANH,5,Information Technology
2013-12,MAR,5,Consumer Discretionary
2013-12,MAS,2,Industrials
2013-12,MASI,5,Health Care
2013-12,MAT,2,Consumer Discretionary
2013-12,MCD,7,Consumer Discretionary
2013-12,MCHP,6,Information Technology
2013-12,MCK,7,Health Care
2013-12,MCO,6,Financials
2013-12,MDLZ,7,Consumer Staples
2013-12,MDT,5,Health Care
2013-12,MDU,7,Utilities
2013-12,MET,2,Financials
2013-12,MHK,3,Consumer Discretionary
2013-12,MIDD,3,Industrials
2013-12,MKC,7,Consumer Staples
2013-12,MKL,7,Financials
2013-12,MKSI,5,Information Technology
2013-12,MKTX,2,Financials
2013-12,MLI,2,Industrials
2013-12,MLM,5,Materials
2013-12,MMM,7,Industrials
2013-12,MNST,2,Consumer Staples
2013-12,MO,7,Consumer Staples
2013-12,MOH,5,Health Care
2013-12,MORN,5,Financials
2013-12,MOS,6,Materials
2013-12,MPT,2,Real Estate
2013-12,MPWR,5,Information Technology
2013-12,MRK,7,Health Care
2013-12,MRSH,5,Financials
2013-12,MRVL,5,Information Technology
2013-12,MS,5,Financials
2013-12,MSA,5,Industrials
2013-12,MSCI,5,Financials
2013-12,MSFT,2,Information Technology
2013-12,MSI,2,Information Technology
2013-12,MSM,5,Industrials
2013-12,MSTR,6,Information Technology
2013-12,MTB,2,Financials
2013-12,MTCH,7,Communication Services
2013-12,MTD,5,Health Care
2013-12,MTG,4,Financials
2013-12,MTN,2,Consumer Discretionary
2013-12,MTZ,2,Industrials
2013-12,MU,5,Information Technology
2013-12,NBIX,5,Health Care
2013-12,NDAQ,5,Financials
2013-12,NDSN,5,Industrials
2013-12,NEE,7,Utilities
2013-12,NEM,5,Materials
2013-12,NEU,2,Materials
2013-12,NFG,5,Utilities
2013-12,NFLX,5,Communication Services
2013-12,NI,7,Utilities
2013-12,NKE,2,Consumer Discretionary
2013-12,NLY,7,Financials
2013-12,NNN,7,Real Estate
2013-12,NOC,7,Industrials
2013-12,NOV,6,Energy
2013-12,NRG,5,Utilities
2013-12,NSC,7,Industrials
2013-12,NTAP,6,Information Technology
2013-12,NTRS,5,Financials
2013-12,NUE,5,Materials
