train_window,ticker,factor_cluster,sector
2009-12,A,5,Health Care
2009-12,AA,7,Materials
2009-12,AAON,5,Industrials
2009-12,AAPL,7,Information Technology
2009-12,ABT,4,Health Care
2009-12,ACGL,4,Financials
2009-12,ACHC,6,Health Care
2009-12,ACN,5,Information Technology
2009-12,ADBE,5,Information Technology
2009-12,ADC,6,Real Estate
2009-12,ADI,4,Information Technology
2009-12,ADM,5,Consumer Staples
2009-12,ADP,5,Industrials
2009-12,ADSK,7,Information Technology
2009-12,AEE,5,Utilities
2009-12,AEP,5,Utilities
2009-12,AES,5,Utilities
2009-12,AFG,4,Financials
2009-12,AFL,1,Financials
2009-12,AGCO,7,Industrials
2009-12,AGO,1,Financials
2009-12,AIT,6,Industrials
2009-12,AIZ,4,Financials
2009-12,AJG,4,Financials
2009-12,AKAM,7,Information Technology
2009-12,ALB,5,Materials
2009-12,ALGN,1,Health Care
2009-12,ALK,6,Industrials
2009-12,ALL,4,Financials
2009-12,ALNY,6,Health Care
2009-12,AMAT,5,Information Technology
2009-12,AMD,7,Information Technology
2009-12,AME,5,Industrials
2009-12,AMG,6,Financials
2009-12,AMGN,6,Health Care
2009-12,AMKR,7,Information Technology
2009-12,AMT,4,Real Estate
2009-12,AMZN,7,Consumer Discretionary
2009-12,AN,5,Consumer Discretionary
2009-12,AON,5,Financials
2009-12,AOS,6,Industrials
2009-12,APA,7,Energy
2009-12,APD,4,Materials
2009-12,APH,7,Information Technology
2009-12,ARE,6,Real Estate
2009-12,ARW,7,Information Technology
2009-12,ASH,1,Materials
2009-12,ATI,7,Industrials
2009-12,ATO,5,Utilities
2009-12,ATR,5,Materials
2009-12,AU,7,Materials
2009-12,AVB,4,Real Estate
2009-12,AVT,7,Information Technology
2009-12,AVY,4,Materials
2009-12,AXON,6,Industrials
2009-12,AXP,1,Financials
2009-12,AXS,4,Financials
2009-12,AYI,2,Industrials
2009-12,AZO,6,Consumer Discretionary
2009-12,BA,4,Industrials
2009-12,BAC,3,Financials
2009-12,BALL,4,Materials
2009-12,BAX,4,Health Care
2009-12,BBWI,2,Consumer Discretionary
2009-12,BBY,6,Consumer Discretionary
2009-12,BC,1,Consumer Discretionary
2009-12,BDX,4,Health Care
2009-12,BEN,5,Financials
2009-12,BF.A,4,Consumer Staples
2009-12,BF.B,4,Consumer Staples
2009-12,BG,7,Consumer Staples
2009-12,BIIB,6,Health Care
2009-12,BIO,4,Health Care
2009-12,BKNG,1,Consumer Discretionary
2009-12,BKR,7,Energy
2009-12,BLK,7,Financials
2009-12,BMRN,7,Health Care
2009-12,BMY,4,Health Care
2009-12,BNY,4,Financials
2009-12,BOKF,5,Financials
2009-12,BPOP,3,Financials
2009-12,BRK.B,4,Financials
2009-12,BRKR,7,Health Care
2009-12,BRO,4,Financials
2009-12,BSX,6,Health Care
2009-12,BWA,5,Consumer Discretionary
2009-12,BXP,4,Real Estate
2009-12,BYD,1,Consumer Discretionary
2009-12,C,3,Financials
2009-12,CACC,7,Financials
2009-12,CACI,5,Industrials
2009-12,CAG,4,Consumer Staples
2009-12,CAH,5,Health Care
2009-12,CAR,1,Industrials
2009-12,CASY,5,Consumer Staples
2009-12,CAT,1,Industrials
2009-12,CB,4,Financials
2009-12,CBRE,2,Real Estate
2009-12,CBSH,4,Financials
2009-12,CCI,7,Real Estate
2009-12,CCK,6,Materials
2009-12,CCL,4,Consumer Discretionary
2009-12,CDNS,7,Information Technology
2009-12,CFR,4,Financials
2009-12,CGNX,7,Information Technology
2009-12,CHD,5,Consumer Staples
2009-12,CHDN,2,Consumer Discretionary
2009-12,CHE,6,Health Care
2009-12,CHH,6,Consumer Discretionary
2009-12,CHRW,4,Industrials
2009-12,CI,7,Health Care
2009-12,CIEN,6,Information Technology
2009-12,CINF,4,Financials
2009-12,CL,4,Consumer Staples
2009-12,CLF,7,Materials
2009-12,CLH,6,Industrials
2009-12,CLX,4,Consumer Staples
2009-12,CMCSA,2,Communication Services
2009-12,CME,6,Financials
2009-12,CMI,5,Industrials
2009-12,CMS,5,Utilities
2009-12,CNA,4,Financials
2009-12,CNC,7,Health Care
2009-12,CNP,5,Utilities
2009-12,COF,1,Financials
2009-12,COHR,6,Information Technology
2009-12,COKE,6,Consumer Staples
2009-12,COLB,6,Financials
2009-12,COLM,4,Consumer Discretionary
2009-12,COO,7,Health Care
2009-12,COP,7,Energy
2009-12,COR,5,Health Care
2009-12,COST,4,Consumer Staples
2009-12,CPB,4,Consumer Staples
2009-12,CPRT,6,Industrials
2009-12,CPT,4,Real Estate
2009-12,CRH,5,Materials
2009-12,CRL,6,Health Care
2009-12,CRM,7,Information Technology
2009-12,CRS,7,Materials
2009-12,CRUS,6,Information Technology
2009-12,CSCO,5,Information Technology
2009-12,CSGP,6,Real Estate
2009-12,CSL,5,Industrials
2009-12,CSX,4,Industrials
2009-12,CTAS,5,Industrials
2009-12,CTSH,5,Information Technology
2009-12,CUBE,2,Real Estate
2009-12,CUZ,2,Real Estate
2009-12,CVS,5,Health Care
2009-12,CVX,4,Energy
2009-12,CW,5,Industrials
2009-12,CXT,7,Industrials
2009-12,D,5,Utilities
2009-12,DAR,7,Consumer Staples
2009-12,DCI,5,Industrials
2009-12,DD,2,Materials
2009-12,DDS,1,Consumer Discretionary
2009-12,DE,7,Industrials
2009-12,DECK,7,Consumer Discretionary
2009-12,DGX,4,Health Care
2009-12,DHI,2,Consumer Discretionary
2009-12,DHR,5,Health Care
2009-12,DINO,7,Energy
2009-12,DIS,4,Communication Services
2009-12,DKS,6,Consumer Discretionary
2009-12,DLR,6,Real Estate
2009-12,DLTR,5,Consumer Staples
2009-12,DOC,4,Real Estate
2009-12,DOV,4,Industrials
2009-12,DOX,4,Information Technology
2009-12,DPZ,7,Consumer Discretionary
2009-12,DRI,6,Consumer Discretionary
2009-12,DRS,1,Industrials
2009-12,DTE,5,Utilities
2009-12,DUK,4,Utilities
2009-12,DVA,5,Health Care
2009-12,DVN,7,Energy
2009-12,DXC,5,Information Technology
2009-12,EA,7,Communication Services
2009-12,EBAY,5,Consumer Discretionary
2009-12,ECL,4,Materials
2009-12,ED,4,Utilities
2009-12,EEFT,6,Financials
2009-12,EFX,4,Industrials
2009-12,EG,4,Financials
2009-12,EGP,4,Real Estate
2009-12,EHC,7,Health Care
2009-12,EIX,4,Utilities
2009-12,EL,4,Consumer Staples
2009-12,ELS,4,Real Estate
2009-12,ELV,4,Health Care
2009-12,EME,2,Industrials
2009-12,EMN,1,Materials
2009-12,EMR,5,Industrials
2009-12,ENTG,1,Information Technology
2009-12,EOG,7,Energy
2009-12,EPR,2,Real Estate
2009-12,EQIX,7,Real Estate
2009-12,EQR,4,Real Estate
2009-12,EQT,5,Energy
2009-12,ES,5,Utilities
2009-12,ESS,4,Real Estate
2009-12,ETN,5,Industrials
2009-12,ETR,5,Utilities
2009-12,EVRG,4,Utilities
2009-12,EW,4,Health Care
2009-12,EWBC,1,Financials
2009-12,EXC,5,Utilities
2009-12,EXEL,6,Health Care
2009-12,EXP,7,Materials
2009-12,EXPD,4,Industrials
2009-12,EXR,2,Real Estate
2009-12,F,1,Consumer Discretionary
2009-12,FAST,5,Industrials
2009-12,FCN,4,Industrials
2009-12,FCNCA,6,Financials
2009-12,FCX,7,Materials
2009-12,FDS,5,Financials
2009-12,FDX,5,Industrials
2009-12,FE,5,Utilities
2009-12,FFIV,2,Information Technology
2009-12,FHN,6,Financials
2009-12,FICO,4,Information Technology
2009-12,FIS,5,Financials
2009-12,FISV,4,Financials
2009-12,FITB,1,Financials
2009-12,FIX,6,Industrials
2009-12,FLEX,7,Information Technology
2009-12,FLO,4,Consumer Staples
2009-12,FLS,7,Industrials
2009-12,FLUT,1,Consumer Discretionary
2009-12,FMC,5,Materials
2009-12,FNB,3,Financials
2009-12,FR,2,Real Estate
2009-12,FRT,4,Real Estate
2009-12,FTI,7,Energy
2009-12,GAP,4,Consumer Discretionary
2009-12,GD,4,Industrials
2009-12,GE,4,Industrials
2009-12,GEN,5,Information Technology
2009-12,GGG,2,Industrials
2009-12,GILD,5,Health Care
2009-12,GIS,4,Consumer Staples
2009-12,GL,4,Financials
2009-12,GLW,7,Information Technology
2009-12,GME,6,Consumer Discretionary
2009-12,GNTX,5,Consumer Discretionary
2009-12,GOOG,7,Communication Services
2009-12,GOOGL,7,Communication Services
2009-12,GPC,4,Consumer Discretionary
2009-12,GPK,1,Materials
2009-12,GPN,4,Financials
2009-12,GRMN,6,Consumer Discretionary
2009-12,GS,7,Financials
2009-12,GWW,5,Industrials
2009-12,HAL,7,Energy
2009-12,HAS,4,Consumer Discretionary
2009-12,HBAN,3,Financials
2009-12,HD,5,Consumer Discretionary
2009-12,HEI,6,Industrials
2009-12,HEI.A,6,Industrials
2009-12,HIG,1,Financials
2009-12,HIW,4,Real Estate
2009-12,HOG,2,Consumer Discretionary
2009-12,HON,5,Industrials
2009-12,HPQ,5,Information Technology
2009-12,HR,4,Real Estate
2009-12,HRB,4,Consumer Discretionary
2009-12,HRL,4,Consumer Staples
2009-12,HSIC,6,Health Care
2009-12,HST,2,Real Estate
2009-12,HSY,4,Consumer Staples
2009-12,HUBB,4,Industrials
2009-12,HUM,4,Health Care
2009-12,HXL,7,Industrials
2009-12,IAC,5,Communication Services
2009-12,IBM,5,Information Technology
2009-12,IDA,5,Utilities
2009-12,IDXX,6,Health Care
2009-12,IEX,2,Industrials
2009-12,IFF,4,Materials
2009-12,ILMN,6,Health Care
2009-12,INCY,1,Health Care
2009-12,INGR,5,Consumer Staples
2009-12,INTC,5,Information Technology
2009-12,INTU,4,Information Technology
2009-12,IONS,6,Health Care
2009-12,IP,2,Materials
2009-12,IRM,4,Real Estate
2009-12,ISRG,7,Health Care
2009-12,IT,4,Information Technology
2009-12,ITT,4,Industrials
2009-12,ITW,5,Industrials
2009-12,IVZ,5,Financials
2009-12,J,7,Industrials
2009-12,JBHT,4,Industrials
2009-12,JBL,2,Information Technology
2009-12,JCI,2,Industrials
2009-12,JEF,7,Financials
2009-12,JHX,4,Materials
2009-12,JKHY,5,Financials
2009-12,JLL,2,Real Estate
2009-12,JNJ,4,Health Care
2009-12,JPM,3,Financials
2009-12,KEX,6,Industrials
2009-12,KEY,4,Financials
2009-12,KIM,2,Real Estate
2009-12,KLAC,2,Information Technology
2009-12,KMB,4,Consumer Staples
2009-12,KMPR,4,Financials
2009-12,KMX,6,Consumer Discretionary
2009-12,KNX,4,Industrials
2009-12,KO,4,Consumer Staples
2009-12,KR,4,Consumer Staples
2009-12,KRC,2,Real Estate
2009-12,L,4,Financials
2009-12,LAD,6,Consumer Discretionary
2009-12,LAMR,1,Real Estate
2009-12,LBTYA,2,Communication Services
2009-12,LECO,2,Industrials
2009-12,LEN,2,Consumer Discretionary
2009-12,LEN.B,2,Consumer Discretionary
2009-12,LFUS,2,Information Technology
2009-12,LH,4,Health Care
2009-12,LHX,5,Industrials
2009-12,LII,6,Industrials
2009-12,LIN,4,Materials
2009-12,LKQ,6,Consumer Discretionary
2009-12,LLY,4,Health Care
2009-12,LMT,4,Industrials
2009-12,LNC,1,Financials
2009-12,LNG,6,Energy
2009-12,LNT,5,Utilities
2009-12,LOW,2,Consumer Discretionary
2009-12,LPX,1,Materials
2009-12,LRCX,7,Information Technology
2009-12,LSCC,7,Information Technology
2009-12,LSTR,5,Industrials
2009-12,LUV,6,Industrials
2009-12,LVS,1,Consumer Discretionary
2009-12,M,2,Consumer Discretionary
2009-12,MAA,4,Real Estate
2009-12,MAN,2,Industrials
2009-12,MANH,5,Information Technology
2009-12,MAR,4,Consumer Discretionary
2009-12,MAS,1,Industrials
2009-12,MAT,2,Consumer Discretionary
2009-12,MCD,4,Consumer Discretionary
2009-12,MCHP,6,Information Technology
2009-12,MCK,5,Health Care
2009-12,MCO,4,Financials
2009-12,MDLZ,4,Consumer Staples
2009-12,MDT,4,Health Care
2009-12,MDU,5,Utilities
2009-12,MET,4,Financials
2009-12,MHK,2,Consumer Discretionary
2009-12,MIDD,6,Industrials
2009-12,MKC,5,Consumer Staples
2009-12,MKL,4,Financials
2009-12,MKSI,6,Information Technology
2009-12,MKTX,6,Financials
2009-12,MLI,5,Industrials
2009-12,MLM,5,Materials
2009-12,MMM,5,Industrials
2009-12,MO,4,Consumer Staples
2009-12,MOH,7,Health Care
2009-12,MOS,7,Materials
2009-12,MRK,4,Health Care
2009-12,MRSH,4,Financials
2009-12,MRVL,7,Information Technology
2009-12,MS,7,Financials
2009-12,MSA,2,Industrials
2009-12,MSFT,5,Information Technology
2009-12,MSI,7,Information Technology
2009-12,MSM,2,Industrials
2009-12,MSTR,7,Information Technology
2009-12,MTB,3,Financials
2009-12,MTCH,5,Communication Services
2009-12,MTD,5,Health Care
2009-12,MTG,1,Financials
2009-12,MTN,4,Consumer Discretionary
2009-12,MTZ,7,Industrials
2009-12,MU,6,Information Technology
2009-12,NBIX,6,Health Care
2009-12,NDAQ,6,Financials
2009-12,NDSN,7,Industrials
2009-12,NEE,4,Utilities
2009-12,NEM,5,Materials
2009-12,NEU,7,Materials
2009-12,NFG,5,Utilities
2009-12,NFLX,6,Communication Services
2009-12,NI,4,Utilities
2009-12,NKE,4,Consumer Discretionary
2009-12,NLY,4,Financials
2009-12,NNN,6,Real Estate
2009-12,NOC,4,Industrials
2009-12,NOV,7,Energy
2009-12,NRG,7,Utilities
2009-12,NSC,4,Industrials
2009-12,NTAP,7,Information Technology
2009-12,NTRS,6,Financials
2009-12,NUE,6,Materials
2009-12,NVDA,7,Information Technology
2009-12,NVR,2,Consumer Discretionary
2009-12,NWL,1,Consumer Discretionary
2009-12,NYT,2,Communication Services
2009-12,O,4,Real Estate
2009-12,ODFL,6,Industrials
2009-12,OGE,5,Utilities
2009-12,OHI,4,Real Estate
2009-12,OKE,5,Energy
2009-12,OLED,7,Information Technology
2009-12,OLN,4,Materials
2009-12,OMC,5,Communication Services
2009-12,ON,7,Information Technology
2009-12,ORCL,4,Information Technology
2009-12,ORI,4,Financials
2009-12,ORLY,6,Consumer Discretionary
2009-12,OSK,1,Industrials
2009-12,OVV,7,Energy
2009-12,OXY,7,Energy
2009-12,OZK,6,Financials
2009-12,PAG,7,Consumer Discretionary
2009-12,PAYX,5,Industrials
2009-12,PB,4,Financials
2009-12,PCAR,5,Industrials
2009-12,PCG,5,Utilities
2009-12,PEG,5,Utilities
2009-12,PEGA,6,Information Technology
2009-12,PENN,5,Consumer Discretionary
2009-12,PEP,4,Consumer Staples
2009-12,PFE,4,Health Care
2009-12,PFG,1,Financials
2009-12,PG,4,Consumer Staples
2009-12,PGR,4,Financials
2009-12,PH,5,Industrials
2009-12,PHM,2,Consumer Discretionary
2009-12,PKG,5,Materials
2009-12,PLD,4,Real Estate
2009-12,PNC,3,Financials
2009-12,PNFP,6,Financials
2009-12,PNR,2,Industrials
2009-12,PNW,5,Utilities
2009-12,POOL,2,Consumer Discretionary
2009-12,PPC,1,Consumer Staples
2009-12,PPG,4,Materials
2009-12,PPL,5,Utilities
2009-12,PRGO,4,Health Care
2009-12,PRMB,1,Consumer Staples
2009-12,PRU,4,Financials
2009-12,PSA,4,Real Estate
2009-12,PTC,2,Information Technology
2009-12,PVH,4,Consumer Discretionary
2009-12,PWR,7,Industrials
2009-12,QCOM,6,Information Technology
2009-12,QGEN,5,Health Care
2009-12,R,4,Industrials
2009-12,RBA,4,Industrials
2009-12,RCL,2,Consumer Discretionary
2009-12,REG,2,Real Estate
2009-12,REGN,6,Health Care
2009-12,RF,3,Financials
2009-12,RGEN,6,Health Care
2009-12,RGLD,4,Materials
2009-12,RHI,6,Industrials
2009-12,RJF,4,Financials
2009-12,RL,2,Consumer Discretionary
2009-12,RLI,4,Financials
2009-12,RMD,4,Health Care
2009-12,RNR,4,Financials
2009-12,ROK,2,Industrials
2009-12,ROL,4,Industrials
2009-12,ROP,5,Industrials
2009-12,ROST,6,Consumer Discretionary
2009-12,RPM,4,Materials
2009-12,RRC,4,Energy
2009-12,RRX,2,Industrials
2009-12,RS,7,Materials
2009-12,RSG,4,Industrials
2009-12,RTX,4,Industrials
2009-12,RVTY,5,Health Care
2009-12,RYN,4,Real Estate
2009-12,SAIA,6,Industrials
2009-12,SAM,6,Consumer Staples
2009-12,SBAC,7,Real Estate
2009-12,SBUX,5,Consumer Discretionary
2009-12,SCCO,7,Materials
2009-12,SCHW,4,Financials
2009-12,SCI,5,Consumer Discretionary
2009-12,SEB,6,Consumer Staples
2009-12,SEIC,5,Financials
2009-12,SF,6,Financials
2009-12,SGI,2,Consumer Discretionary
2009-12,SHW,4,Materials
2009-12,SJM,5,Consumer Staples
2009-12,SLB,7,Energy
2009-12,SLGN,5,Materials
2009-12,SLM,1,Financials
2009-12,SMG,5,Materials
2009-12,SNA,1,Industrials
2009-12,SNPS,6,Information Technology
2009-12,SNX,6,Information Technology
2009-12,SO,4,Utilities
2009-12,SON,5,Materials
2009-12,SPG,2,Real Estate
2009-12,SPGI,5,Financials
2009-12,SRE,5,Utilities
2009-12,SRPT,6,Health Care
2009-12,SSB,4,Financials
2009-12,SSD,6,Industrials
2009-12,STE,5,Health Care
2009-12,STLD,7,Materials
2009-12,STT,4,Financials
2009-12,STZ,5,Consumer Staples
2009-12,SUI,4,Real Estate
2009-12,SWK,5,Industrials
2009-12,SWKS,7,Information Technology
2009-12,SYK,4,Health Care
2009-12,SYY,5,Consumer Staples
2009-12,T,5,Communication Services
2009-12,TAP,5,Consumer Staples
2009-12,TDY,4,Industrials
2009-12,TECH,4,Health Care
2009-12,TER,7,Information Technology
2009-12,TFC,3,Financials
2009-12,TFX,4,Health Care
2009-12,TGT,4,Consumer Staples
2009-12,THC,1,Health Care
2009-12,THG,4,Financials
2009-12,THO,2,Consumer Discretionary
2009-12,TJX,5,Consumer Discretionary
2009-12,TKO,4,Communication Services
2009-12,TKR,7,Industrials
2009-12,TMO,5,Health Care
2009-12,TOL,2,Consumer Discretionary
2009-12,TPL,4,Energy
2009-12,TPR,2,Consumer Discretionary
2009-12,TREX,2,Industrials
2009-12,TRMB,2,Information Technology
2009-12,TROW,7,Financials
2009-12,TRV,4,Financials
2009-12,TSCO,6,Consumer Discretionary
2009-12,TSN,4,Consumer Staples
2009-12,TT,5,Industrials
2009-12,TTC,2,Industrials
2009-12,TTEK,6,Industrials
2009-12,TTWO,1,Communication Services
2009-12,TXN,5,Information Technology
2009-12,TXRH,6,Consumer Discretionary
2009-12,TXT,1,Industrials
2009-12,TYL,5,Information Technology
2009-12,UDR,4,Real Estate
2009-12,UGI,5,Utilities
2009-12,UHAL,4,Industrials
2009-12,UHS,4,Health Care
2009-12,UNH,4,Health Care
2009-12,UNM,4,Financials
2009-12,UNP,4,Industrials
2009-12,UPS,5,Industrials
2009-12,URI,2,Industrials
2009-12,USB,3,Financials
2009-12,UTHR,6,Health Care
2009-12,VFC,5,Consumer Discretionary
2009-12,VLO,6,Energy
2009-12,VMC,2,Materials
2009-12,VMI,7,Industrials
2009-12,VNO,2,Real Estate
2009-12,VRSN,5,Information Technology
2009-12,VRTX,6,Health Care
2009-12,VTR,4,Real Estate
2009-12,VTRS,5,Health Care
2009-12,VZ,5,Communication Services
2009-12,WAB,6,Industrials
2009-12,WAT,7,Health Care
2009-12,WBS,3,Financials
2009-12,WCC,7,Industrials
2009-12,WDC,7,Information Technology
2009-12,WEC,4,Utilities
2009-12,WELL,4,Real Estate
2009-12,WEN,6,Consumer Discretionary
2009-12,WFC,3,Financials
2009-12,WHR,2,Consumer Discretionary
2009-12,WLK,2,Materials
2009-12,WM,5,Industrials
2009-12,WMB,7,Energy
2009-12,WMT,4,Consumer Staples
2009-12,WPC,4,Real Estate
2009-12,WRB,4,Financials
2009-12,WSM,5,Consumer Discretionary
2009-12,WSO,6,Industrials
2009-12,WST,4,Health Care
2009-12,WTFC,2,Financials
2009-12,WTM,4,Financials
2009-12,WTRG,5,Utilities
2009-12,WTW,4,Financials
2009-12,WWD,2,Industrials
2009-12,WY,2,Real Estate
2009-12,WYNN,1,Consumer Discretionary
2009-12,XEL,5,Utilities
2009-12,XOM,4,Energy
2009-12,XPO,5,Industrials
2009-12,XRAY,4,Health Care
2009-12,YUM,4,Consumer Discretionary
2009-12,ZBH,4,Health Care
2009-12,ZBRA,5,Information Technology
2009-12,ZION,3,Financials
2010-12,A,3,Health Care
2010-12,AA,4,Materials
2010-12,AAL,7,Industrials
2010-12,AAON,3,Industrials
2010-12,AAPL,1,Information Technology
2010-12,ABT,2,Health Care
2010-12,ACGL,2,Financials
2010-12,ACHC,6,Health Care
2010-12,ACN,2,Information Technology
2010-12,ADBE,4,Information Technology
2010-12,ADC,6,Real Estate
2010-12,ADI,6,Information Technology
2010-12,ADM,1,Consumer Staples
2010-12,ADP,2,Industrials
2010-12,ADSK,4,Information Technology
2010-12,AEE,2,Utilities
2010-12,AEP,2,Utilities
2010-12,AES,1,Utilities
2010-12,AFG,1,Financials
2010-12,AFL,1,Financials
2010-12,AGCO,1,Industrials
2010-12,AGO,1,Financials
2010-12,AIT,3,Industrials
2010-12,AIZ,4,Financials
2010-12,AJG,1,Financials
2010-12,AKAM,1,Information Technology
2010-12,ALB,3,Materials
2010-12,ALGN,5,Health Care
2010-12,ALK,3,Industrials
2010-12,ALL,1,Financials
2010-12,ALNY,6,Health Care
2010-12,AMAT,6,Information Technology
2010-12,AMD,3,Information Technology
2010-12,AME,2,Industrials
2010-12,AMG,6,Financials
2010-12,AMGN,3,Health Care
2010-12,AMKR,6,Information Technology
2010-12,AMP,1,Financials
2010-12,AMT,1,Real Estate
2010-12,AMZN,1,Consumer Discretionary
2010-12,AN,4,Consumer Discretionary
2010-12,AON,3,Financials
2010-12,AOS,3,Industrials
2010-12,APA,4,Energy
2010-12,APD,1,Materials
2010-12,APH,1,Information Technology
2010-12,ARE,6,Real Estate
2010-12,ARW,4,Information Technology
2010-12,ATI,6,Industrials
2010-12,ATO,2,Utilities
2010-12,ATR,2,Materials
2010-12,AU,1,Materials
2010-12,AVB,4,Real Estate
2010-12,AVT,3,Information Technology
2010-12,AVY,4,Materials
2010-12,AXON,6,Industrials
2010-12,AXP,5,Financials
2010-12,AXS,1,Financials
2010-12,AYI,4,Industrials
2010-12,AZO,2,Consumer Discretionary
2010-12,BA,1,Industrials
2010-12,BAC,7,Financials
2010-12,BALL,2,Materials
2010-12,BAX,2,Health Care
2010-12,BBWI,4,Consumer Discretionary
2010-12,BBY,6,Consumer Discretionary
2010-12,BC,5,Consumer Discretionary
2010-12,BDX,2,Health Care
2010-12,BEN,2,Financials
2010-12,BF.A,3,Consumer Staples
2010-12,BF.B,3,Consumer Staples
2010-12,BG,1,Consumer Staples
2010-12,BIIB,6,Health Care
2010-12,BIO,1,Health Care
2010-12,BKNG,3,Consumer Discretionary
2010-12,BKR,4,Energy
2010-12,BLDR,6,Industrials
2010-12,BLK,1,Financials
2010-12,BMRN,1,Health Care
2010-12,BMY,1,Health Care
2010-12,BNY,2,Financials
2010-12,BOKF,2,Financials
2010-12,BPOP,7,Financials
2010-12,BRK.B,2,Financials
2010-12,BRKR,3,Health Care
2010-12,BRO,1,Financials
2010-12,BSX,6,Health Care
2010-12,BWA,4,Consumer Discretionary
2010-12,BXP,4,Real Estate
2010-12,BYD,5,Consumer Discretionary
2010-12,C,7,Financials
2010-12,CACC,3,Financials
2010-12,CACI,4,Industrials
2010-12,CAG,2,Consumer Staples
2010-12,CAH,2,Health Care
2010-12,CASY,3,Consumer Staples
2010-12,CAT,4,Industrials
2010-12,CB,2,Financials
2010-12,CBRE,5,Real Estate
2010-12,CBSH,2,Financials
2010-12,CCI,1,Real Estate
2010-12,CCK,2,Materials
2010-12,CCL,3,Consumer Discretionary
2010-12,CDNS,3,Information Technology
2010-12,CE,4,Materials
2010-12,CF,1,Materials
2010-12,CFR,2,Financials
2010-12,CGNX,6,Information Technology
2010-12,CHD,2,Consumer Staples
2010-12,CHDN,1,Consumer Discretionary
2010-12,CHE,6,Health Care
2010-12,CHH,3,Consumer Discretionary
2010-12,CHRW,3,Industrials
2010-12,CI,6,Health Care
2010-12,CIEN,6,Information Technology
2010-12,CINF,2,Financials
2010-12,CL,2,Consumer Staples
2010-12,CLF,4,Materials
2010-12,CLH,3,Industrials
2010-12,CLX,2,Consumer Staples
2010-12,CMCSA,4,Communication Services
2010-12,CME,6,Financials
2010-12,CMI,4,Industrials
2010-12,CMS,2,Utilities
2010-12,CNA,1,Financials
2010-12,CNC,6,Health Care
2010-12,CNP,2,Utilities
2010-12,COF,1,Financials
2010-12,COHR,4,Information Technology
2010-12,COKE,3,Consumer Staples
2010-12,COLB,7,Financials
2010-12,COLM,1,Consumer Discretionary
2010-12,COO,6,Health Care
2010-12,COP,4,Energy
2010-12,COR,3,Health Care
2010-12,COST,1,Consumer Staples
2010-12,CPB,2,Consumer Staples
2010-12,CPRT,6,Industrials
2010-12,CPT,1,Real Estate
2010-12,CRH,3,Materials
2010-12,CRL,6,Health Care
2010-12,CRM,6,Information Technology
2010-12,CRS,4,Materials
2010-12,CRUS,6,Information Technology
2010-12,CSCO,2,Information Technology
2010-12,CSGP,4,Real Estate
2010-12,CSL,3,Industrials
2010-12,CSX,1,Industrials
2010-12,CTAS,3,Industrials
2010-12,CTSH,2,Information Technology
2010-12,CUBE,4,Real Estate
2010-12,CUZ,4,Real Estate
2010-12,CVS,3,Health Care
2010-12,CVX,2,Energy
2010-12,CW,3,Industrials
2010-12,CXT,1,Industrials
2010-12,D,2,Utilities
2010-12,DAR,4,Consumer Staples
2010-12,DCI,2,Industrials
2010-12,DD,5,Materials
2010-12,DDS,5,Consumer Discretionary
2010-12,DE,1,Industrials
2010-12,DECK,6,Consumer Discretionary
2010-12,DGX,2,Health Care
2010-12,DHI,3,Consumer Discretionary
2010-12,DHR,2,Health Care
2010-12,DINO,3,Energy
2010-12,DIS,1,Communication Services
2010-12,DKS,4,Consumer Discretionary
2010-12,DLB,6,Information Technology
2010-12,DLR,6,Real Estate
2010-12,DLTR,3,Consumer Staples
2010-12,DOC,1,Real Estate
2010-12,DOV,1,Industrials
2010-12,DOX,1,Information Technology
2010-12,DPZ,6,Consumer Discretionary
2010-12,DRI,6,Consumer Discretionary
2010-12,DRS,3,Industrials
2010-12,DTE,2,Utilities
2010-12,DUK,2,Utilities
2010-12,DVA,2,Health Care
2010-12,DVN,4,Energy
2010-12,DXC,1,Information Technology
2010-12,EA,1,Communication Services
2010-12,EBAY,1,Consumer Discretionary
2010-12,ECL,2,Materials
2010-12,ED,2,Utilities
2010-12,EEFT,6,Financials
2010-12,EFX,1,Industrials
2010-12,EG,2,Financials
2010-12,EGP,1,Real Estate
2010-12,EHC,1,Health Care
2010-12,EIX,2,Utilities
2010-12,EL,1,Consumer Staples
2010-12,ELS,1,Real Estate
2010-12,ELV,1,Health Care
2010-12,EME,4,Industrials
2010-12,EMN,1,Materials
2010-12,EMR,2,Industrials
2010-12,ENTG,5,Information Technology
2010-12,EOG,4,Energy
2010-12,EPR,4,Real Estate
2010-12,EQIX,6,Real Estate
2010-12,EQR,1,Real Estate
2010-12,EQT,2,Energy
2010-12,ES,2,Utilities
2010-12,ESS,1,Real Estate
2010-12,ETN,4,Industrials
2010-12,ETR,2,Utilities
2010-12,EVRG,2,Utilities
2010-12,EW,2,Health Care
2010-12,EWBC,7,Financials
2010-12,EXC,2,Utilities
2010-12,EXEL,6,Health Care
2010-12,EXP,3,Materials
2010-12,EXPD,4,Industrials
2010-12,EXPE,1,Consumer Discretionary
2010-12,EXR,4,Real Estate
2010-12,F,5,Consumer Discretionary
2010-12,FAST,3,Industrials
2010-12,FCN,6,Industrials
2010-12,FCNCA,1,Financials
2010-12,FCX,1,Materials
2010-12,FDS,1,Financials
2010-12,FDX,4,Industrials
2010-12,FE,2,Utilities
